# Program:featureCounts v2.0.8; Command:"featureCounts" "-a" "genes.gtf" "-p" "--countReadPairs" "-o" "feature-count/counts.txt" "-T" "2" "-t" "exon" "-g" "gene_id" "bam-files/read_output.bam" "bam-files/read_output2.bam" "bam-files/read_output3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam-files/read_output.bam	bam-files/read_output2.bam	bam-files/read_output3.bam
YNL295W	chrXIV	76946	78520	+	1575	0	0	0
YNL294C	chrXIV	78659	80260	-	1602	0	0	0
YNL293W	chrXIV	80640	82541	+	1902	0	0	0
YNL292W	chrXIV	82806	84017	+	1212	0	0	0
YNL291C	chrXIV	84169	85815	-	1647	0	0	0
YNL290W	chrXIV	86218	87240	+	1023	0	0	0
YNL289W	chrXIV	87897	88736	+	840	0	0	0
snR40	chrXIV	89210	89306	+	97	0	0	0
YNL288W	chrXIV	90303	91424	+	1122	0	0	0
YNL287W	chrXIV	91994	94801	+	2808	0	0	0
YNL286W	chrXIV	95223	96080	+	858	0	0	0
YNL285W	chrXIV	96173	96544	+	372	0	0	0
tG(UCC)N	chrXIV	96241	96312	-	72	0	0	0
YNL284C-B	chrXIV;chrXIV	96964;100928	100926;102232	-;-	5268	0	0	0
YNL284C-A	chrXIV	100910	102232	-	1323	0	0	0
tN(GUU)N1	chrXIV	102716	102789	+	74	0	0	0
YNL284C	chrXIV	103134	104102	-	969	0	0	0
tT(AGU)N1	chrXIV	104805	104877	+	73	0	0	0
YNL283C	chrXIV	105184	106695	-	1512	0	0	0
YNL282W	chrXIV	107687	108274	+	588	0	0	0
YNL281W	chrXIV	108467	108928	+	462	0	0	0
YNL280C	chrXIV	109095	110411	-	1317	0	0	0
YNL279W	chrXIV	110917	112902	+	1986	0	0	0
YNL278W	chrXIV	113271	116453	+	3183	0	0	0
YNL277W-A	chrXIV	116679	116867	+	189	0	0	0
YNL277W	chrXIV	117349	118809	+	1461	0	0	0
YNL276C	chrXIV	118431	118826	-	396	0	0	0
YNL275W	chrXIV	119268	120998	+	1731	0	0	0
YNL274C	chrXIV	121118	122170	-	1053	0	0	0
YNL273W	chrXIV	122883	126599	+	3717	0	0	0
YNL272C	chrXIV	126805	129084	-	2280	0	0	0
YNL271C	chrXIV	129523	135384	-	5862	0	0	0
YNL270C	chrXIV	135941	137662	-	1722	0	0	0
YNL269W	chrXIV	137700	138095	+	396	0	0	0
YNL268W	chrXIV	138551	140386	+	1836	0	0	0
YNL267W	chrXIV	140879	144079	+	3201	0	0	0
YNL266W	chrXIV	144246	144665	+	420	0	0	0
YNL265C	chrXIV;chrXIV	144281;145256	145150;145282	-;-	897	0	0	0
YNL264C	chrXIV	145564	146616	-	1053	0	0	0
YNL263C	chrXIV	146897	147841	-	945	0	0	0
YNL262W	chrXIV	148213	154881	+	6669	0	0	0
YNL261W	chrXIV	155101	156540	+	1440	0	0	0
YNL260C	chrXIV	156860	157456	-	597	0	0	0
YNL259C	chrXIV	157645	157866	-	222	0	0	0
YNL258C	chrXIV	158110	160374	-	2265	0	0	0
YNL257C	chrXIV	160632	164321	-	3690	0	0	0
YNL256W	chrXIV	164624	167098	+	2475	0	0	0
YNL255C	chrXIV	167330	167791	-	462	0	0	0
YNL254C	chrXIV	168044	169249	-	1206	0	0	0
YNL253W	chrXIV	170019	171287	+	1269	0	0	0
YNL252C	chrXIV	171442	172287	-	846	0	0	0
YNL251C	chrXIV	172589	174316	-	1728	0	0	0
YNL250W	chrXIV	175411	179349	+	3939	0	0	0
YNL249C	chrXIV	179395	181023	-	1629	0	0	0
YNL248C	chrXIV	181362	182609	-	1248	0	0	0
YNL247W	chrXIV	182876	185179	+	2304	0	0	0
YNL246W	chrXIV;chrXIV	185461;185588	185492;186350	+;+	795	0	0	0
YNL245C	chrXIV	186347	186886	-	540	0	0	0
YNL244C	chrXIV	187171	187497	-	327	0	0	0
YNL243W	chrXIV	188052	190958	+	2907	0	0	0
YNL242W	chrXIV	191325	196103	+	4779	0	0	0
YNL241C	chrXIV	196427	197944	-	1518	0	0	0
YNL240C	chrXIV	198503	199978	-	1476	0	0	0
YNL239W	chrXIV	200570	201934	+	1365	0	0	0
YNL238W	chrXIV	202429	204873	+	2445	0	0	0
YNL237W	chrXIV	205189	206568	+	1380	0	0	0
YNL236W	chrXIV	206931	209855	+	2925	0	0	0
YNL235C	chrXIV	209549	209980	-	432	0	0	0
YNL234W	chrXIV	210234	211514	+	1281	0	0	0
YNL233W	chrXIV	211923	214601	+	2679	0	0	0
YNL232W	chrXIV	214924	215802	+	879	0	0	0
YNL231C	chrXIV	215988	217043	-	1056	0	0	0
YNL230C	chrXIV	217524	218663	-	1140	0	0	0
YNL229C	chrXIV	219138	220202	-	1065	0	0	0
YNL228W	chrXIV	220646	221422	+	777	0	0	0
YNL227C	chrXIV	220660	222432	-	1773	0	0	0
YNL226W	chrXIV	222240	222650	+	411	0	0	0
YNL225C	chrXIV	222725	224470	-	1746	0	0	0
YNL224C	chrXIV	224797	227100	-	2304	0	0	0
YNL223W	chrXIV	227371	228855	+	1485	0	0	0
YNL222W	chrXIV	229095	229715	+	621	0	0	0
snR19	chrXIV	230106	230673	-	568	0	0	0
YNL221C	chrXIV	231069	233696	-	2628	0	0	0
YNL220W	chrXIV	234414	235715	+	1302	0	0	0
YNL219C	chrXIV	235997	237664	-	1668	0	0	0
YNL218W	chrXIV	238239	240002	+	1764	0	0	0
YNL217W	chrXIV	240332	241312	+	981	0	0	0
YNL216W	chrXIV	241690	244173	+	2484	0	0	0
YNL215W	chrXIV	244469	245431	+	963	0	0	0
YNL214W	chrXIV	245618	246217	+	600	0	0	0
YNL213C	chrXIV	246461	247105	-	645	0	0	0
YNL212W	chrXIV	247462	249810	+	2349	0	0	0
YNL211C	chrXIV	250056	250316	-	261	0	0	0
YNL210W	chrXIV	250932	251744	+	813	0	0	0
YNL209W	chrXIV	252060	253901	+	1842	0	0	0
YNL208W	chrXIV	254419	255018	+	600	0	0	0
YNL207W	chrXIV	255354	256631	+	1278	0	0	0
YNL206C	chrXIV	256789	258156	-	1368	0	0	0
YNL205C	chrXIV	258156	258578	-	423	0	0	0
YNL204C	chrXIV	258376	259278	-	903	0	0	0
YNL203C	chrXIV	259440	260051	-	612	0	0	0
YNL202W	chrXIV	259579	260457	+	879	0	0	0
YNL201C	chrXIV	260628	263204	-	2577	0	0	0
YNL200C	chrXIV	263714	264454	-	741	0	0	0
YNL199C	chrXIV	264927	266531	-	1605	0	0	0
YNL198C	chrXIV	266515	266817	-	303	0	0	0
YNL197C	chrXIV	267609	269594	-	1986	0	0	0
YNL196C	chrXIV	270276	271172	-	897	0	0	0
YNL195C	chrXIV	271524	272309	-	786	0	0	0
YNL194C	chrXIV	272711	273616	-	906	0	0	0
YNL193W	chrXIV	274369	276045	+	1677	0	0	0
YNL192W	chrXIV	276503	279898	+	3396	0	0	0
YNL191W	chrXIV	280433	281506	+	1074	0	0	0
YNL190W	chrXIV	282396	283010	+	615	0	0	0
YNL189W	chrXIV	284261	285889	+	1629	0	0	0
YNL188W	chrXIV	286309	287610	+	1302	0	0	0
YNL187W	chrXIV	287996	289069	+	1074	0	0	0
YNL186W	chrXIV	289500	291878	+	2379	0	0	0
YNL185C	chrXIV	292195	292671	-	477	0	0	0
YNL184C	chrXIV	292559	292885	-	327	0	0	0
YNL183C	chrXIV	293139	295511	-	2373	0	0	0
YNL182C	chrXIV	295962	297629	-	1668	0	0	0
YNL181W	chrXIV	298337	299560	+	1224	0	0	0
YNL180C	chrXIV	299656	300651	-	996	0	0	0
YNL179C	chrXIV	300668	301105	-	438	0	0	0
YNL178W	chrXIV	302682	303404	+	723	0	0	0
YNL177C	chrXIV	303688	304617	-	930	0	0	0
YNL176C	chrXIV	305072	306982	-	1911	0	0	0
YNL175C	chrXIV	307403	308614	-	1212	0	0	0
YNL174W	chrXIV	308076	308648	+	573	0	0	0
YNL173C	chrXIV	308959	310059	-	1101	0	0	0
YNL172W	chrXIV	310638	315884	+	5247	0	0	0
YNL171C	chrXIV	315631	315999	-	369	0	0	0
YNL170W	chrXIV	315980	316375	+	396	0	0	0
YNL169C	chrXIV	316171	317673	-	1503	0	0	0
YNL168C	chrXIV	318032	318811	-	780	0	0	0
YNL167C	chrXIV	319418	321361	-	1944	0	0	0
YNL166C	chrXIV	322221	323567	-	1347	0	0	0
YNL165W	chrXIV	323834	325054	+	1221	0	0	0
YNL164C	chrXIV	325267	326322	-	1056	0	0	0
YNL163C	chrXIV	326743	330075	-	3333	0	0	0
YNL162W-A	chrXIV	330331	330549	+	219	0	0	0
YNL162W	chrXIV;chrXIV	331324;331840	331327;332156	+;+	321	0	0	0
YNL161W	chrXIV	332599	334869	+	2271	0	0	0
YNL160W	chrXIV	336547	337611	+	1065	0	0	0
YNL159C	chrXIV	338480	339349	-	870	0	0	0
YNL158W	chrXIV	339614	340210	+	597	0	0	0
YNL157W	chrXIV	340354	340860	+	507	0	0	0
YNL156C	chrXIV	341071	341970	-	900	0	0	0
YNL155W	chrXIV	342518	343342	+	825	0	0	0
YNL154C	chrXIV	343638	345278	-	1641	0	0	0
YNL153C	chrXIV	345671	346060	-	390	0	0	0
YNL152W	chrXIV	346315	347544	+	1230	0	0	0
YNL151C	chrXIV	347768	348523	-	756	0	0	0
YNL150W	chrXIV	349253	349660	+	408	0	0	0
YNL149C	chrXIV	349369	349758	-	390	0	0	0
YNL148C	chrXIV	349909	350673	-	765	0	0	0
YNL147W	chrXIV;chrXIV	350942;351056	350959;351385	+;+	348	0	0	0
YNL146C-A	chrXIV	351388	351582	-	195	0	0	0
YNL146W	chrXIV	351717	352019	+	303	0	0	0
YNL145W	chrXIV	352416	352532	+	117	0	0	0
YNL144C	chrXIV	352822	355044	-	2223	0	0	0
YNL144W-A	chrXIV	353063	353146	+	84	0	0	0
YNL143C	chrXIV	356796	357188	-	393	0	0	0
YNL142W	chrXIV	357455	358954	+	1500	0	0	0
YNL141W	chrXIV	359598	360641	+	1044	0	0	0
YNL140C	chrXIV	360919	361488	-	570	0	0	0
YNL139C	chrXIV	360926	365719	-	4794	0	0	0
YNL138W-A	chrXIV;chrXIV	366035;366160	366037;366414	+;+	258	0	0	0
YNL138W	chrXIV	366743	368323	+	1581	0	0	0
YNL137C	chrXIV	368597	370057	-	1461	0	0	0
YNL136W	chrXIV	370370	371647	+	1278	0	0	0
YNL135C	chrXIV	371884	372228	-	345	0	0	0
YNL134C	chrXIV	372453	373583	-	1131	0	0	0
YNL133C	chrXIV	374173	374694	-	522	0	0	0
tF(GAA)N	chrXIV;chrXIV	374871;374926	374907;374961	+;+	73	0	0	0
YNL132W	chrXIV	375323	378493	+	3171	0	0	0
YNL131W	chrXIV	378769	379227	+	459	0	0	0
YNL130C	chrXIV;chrXIV	379560;380784	380691;380833	-;-	1182	0	0	0
YNL130C-A	chrXIV	381247	381393	-	147	0	0	0
YNL129W	chrXIV	381482	382204	+	723	0	0	0
YNL128W	chrXIV	382361	383665	+	1305	0	0	0
YNL127W	chrXIV	383989	386850	+	2862	0	0	0
YNL126W	chrXIV	387229	389769	+	2541	0	0	0
YNL125C	chrXIV	390148	392169	-	2022	0	0	0
YNL124W	chrXIV	392894	394372	+	1479	0	0	0
YNL123W	chrXIV	394687	397680	+	2994	0	0	0
YNL122C	chrXIV	398025	398372	-	348	0	0	0
YNL121C	chrXIV	398686	400539	-	1854	0	0	0
YNL120C	chrXIV	401035	401520	-	486	0	0	0
YNL119W	chrXIV	401042	402523	+	1482	0	0	0
YNL118C	chrXIV	402654	405566	-	2913	0	0	0
YNL117W	chrXIV	406360	408024	+	1665	0	0	0
YNL116W	chrXIV	408343	409911	+	1569	0	0	0
YNL115C	chrXIV	410121	412055	-	1935	0	0	0
YNL114C	chrXIV	412686	413057	-	372	0	0	0
YNL113W	chrXIV	412773	413201	+	429	0	0	0
YNL112W	chrXIV;chrXIV	413641;415916	414913;416283	+;+	1641	0	0	0
YNL111C	chrXIV	416942	417304	-	363	0	0	0
YNL110C	chrXIV	417828	418490	-	663	0	0	0
YNL109W	chrXIV	418966	419511	+	546	0	0	0
YNL108C	chrXIV	419016	419828	-	813	0	0	0
YNL107W	chrXIV	420100	420780	+	681	0	0	0
YNL106C	chrXIV	420946	424497	-	3552	0	0	0
YNL105W	chrXIV	424157	424585	+	429	0	0	0
YNL104C	chrXIV	424897	426756	-	1860	0	0	0
YNL103W-A	chrXIV	426721	426810	+	90	0	0	0
YNL103W	chrXIV	427737	429755	+	2019	0	0	0
YNL102W	chrXIV	430089	434495	+	4407	0	0	0
YNL101W	chrXIV	435001	437142	+	2142	0	0	0
YNL100W	chrXIV	437615	438319	+	705	0	0	0
YNL099C	chrXIV	438569	439285	-	717	0	0	0
YNL098C	chrXIV	439604	440572	-	969	0	0	0
YNL097C-B	chrXIV	440799	440921	-	123	0	0	0
YNL097C	chrXIV	441368	442360	-	993	0	0	0
YNL097W-A	chrXIV	441433	441588	+	156	0	0	0
tL(CAA)N	chrXIV;chrXIV	443008;443078	443045;443121	+;+	82	0	0	0
YNL096C	chrXIV;chrXIV	443400;444174	443828;444317	-;-	573	0	0	0
YNL095C	chrXIV	444914	446842	-	1929	0	0	0
YNL094W	chrXIV	447613	449376	+	1764	0	0	0
YNL093W	chrXIV	449870	450532	+	663	0	0	0
YNL092W	chrXIV	450873	452075	+	1203	0	0	0
YNL091W	chrXIV	452410	456132	+	3723	0	0	0
YNL090W	chrXIV	456567	457145	+	579	0	0	0
YNL089C	chrXIV	456695	457171	-	477	0	0	0
YNL088W	chrXIV	457706	461992	+	4287	0	0	0
YNL087W	chrXIV	462413	465949	+	3537	0	0	0
YNL086W	chrXIV	466336	466644	+	309	0	0	0
YNL085W	chrXIV	467133	469625	+	2493	0	0	0
YNL084C	chrXIV	470055	471104	-	1050	0	0	0
YNL083W	chrXIV	471379	472863	+	1485	0	0	0
YNL082W	chrXIV	473393	476014	+	2622	0	0	0
YNL081C	chrXIV	476190	476621	-	432	0	0	0
YNL080C	chrXIV	476934	478034	-	1101	0	0	0
YNL079C	chrXIV	478568	479167	-	600	0	0	0
YNL078W	chrXIV	479770	480993	+	1224	0	0	0
YNL077W	chrXIV	481393	482979	+	1587	0	0	0
YNL076W	chrXIV	483558	485312	+	1755	0	0	0
YNL075W	chrXIV	485609	486481	+	873	0	0	0
YNL074C	chrXIV	486768	488126	-	1359	0	0	0
YNL073W	chrXIV	488388	490118	+	1731	0	0	0
YNL072W	chrXIV	490319	491242	+	924	0	0	0
YNL071W	chrXIV	491525	492973	+	1449	0	0	0
YNL070W	chrXIV	493368	493550	+	183	0	0	0
YNL069C	chrXIV;chrXIV	493958;494976	494526;495003	-;-	597	0	0	0
YNL068C	chrXIV	495703	498291	-	2589	0	0	0
YNL067W-A	chrXIV	498540	498686	+	147	0	0	0
YNL067W-B	chrXIV	499419	499559	+	141	0	0	0
YNL067W	chrXIV	499683	500258	+	576	0	0	0
YNL066W	chrXIV	501517	502779	+	1263	0	0	0
YNL065W	chrXIV	503726	505486	+	1761	0	0	0
YNL064C	chrXIV	505870	507099	-	1230	0	0	0
YNL063W	chrXIV	507760	508704	+	945	0	0	0
YNL062C	chrXIV	508778	510214	-	1437	0	0	0
YNL061W	chrXIV	510542	512398	+	1857	0	0	0
YNL059C	chrXIV	512670	514937	-	2268	0	0	0
YNL058C	chrXIV	515765	516715	-	951	0	0	0
YNL057W	chrXIV	516405	516737	+	333	0	0	0
YNL056W	chrXIV	517251	517844	+	594	0	0	0
YNL055C	chrXIV	517996	518847	-	852	0	0	0
tD(GUC)N	chrXIV	519101	519171	-	71	0	0	0
YNL054W-B	chrXIV;chrXIV	519458;520764	520762;524708	+;+	5250	0	0	0
YNL054W-A	chrXIV	519458	520780	+	1323	0	0	0
YNL054W	chrXIV	526088	529585	+	3498	0	0	0
YNL053W	chrXIV	529944	531413	+	1470	0	0	0
YNL052W	chrXIV	531727	532188	+	462	0	0	0
YNL051W	chrXIV	532661	533872	+	1212	0	0	0
YNL050C	chrXIV;chrXIV	534081;534968	534876;534984	-;-	813	0	0	0
YNL049C	chrXIV	535283	537913	-	2631	0	0	0
YNL048W	chrXIV	538175	539821	+	1647	0	0	0
YNL047C	chrXIV	539913	541883	-	1971	0	0	0
YNL046W	chrXIV	542306	542824	+	519	0	0	0
YNL045W	chrXIV	542965	544980	+	2016	0	0	0
YNL044W	chrXIV;chrXIV	545270;545373	545293;545879	+;+	531	0	0	0
YNL043C	chrXIV	545591	545911	-	321	0	0	0
tP(UGG)N1	chrXIV;chrXIV	547096;547163	547131;547198	+;+	72	0	0	0
YNL042W-B	chrXIV	547115	547372	+	258	0	0	0
YNL042W	chrXIV	548102	549292	+	1191	0	0	0
YNL041C	chrXIV	549470	551989	-	2520	0	0	0
YNL040W	chrXIV	553382	554752	+	1371	0	0	0
YNL039W	chrXIV	555050	556834	+	1785	0	0	0
YNL038W	chrXIV;chrXIV	557022;557687	557612;557785	+;+	690	0	0	0
YNL037C	chrXIV	557922	559004	-	1083	0	0	0
YNL036W	chrXIV	559816	560481	+	666	0	0	0
tT(AGU)N2	chrXIV	560695	560767	-	73	0	0	0
tP(UGG)N2	chrXIV;chrXIV	568117;568184	568152;568219	+;+	72	0	0	0
YNL035C	chrXIV	568524	569693	-	1170	0	0	0
tI(AAU)N1	chrXIV	569869	569942	-	74	0	0	0
YNL034W	chrXIV	570479	572317	+	1839	0	0	0
YNL033W	chrXIV	573001	573855	+	855	0	0	0
YNL032W	chrXIV	574508	575353	+	846	0	0	0
YNL031C	chrXIV	575642	576052	-	411	0	0	0
YNL030W	chrXIV	576729	577040	+	312	0	0	0
YNL029C	chrXIV	577207	578775	-	1569	0	0	0
YNL028W	chrXIV	578681	578998	+	318	0	0	0
YNL027W	chrXIV	579582	581618	+	2037	0	0	0
YNL026W	chrXIV	581922	583376	+	1455	0	0	0
YNL025C	chrXIV	584322	585293	-	972	0	0	0
NME1	chrXIV	585589	585928	+	340	0	0	0
snR66	chrXIV	586092	586177	+	86	0	0	0
YNL024C-A	chrXIV	586604	586822	-	219	0	0	0
YNL024C	chrXIV	587109	587849	-	741	0	0	0
YNL023C	chrXIV	588265	591162	-	2898	0	0	0
YNL022C	chrXIV	591429	592901	-	1473	0	0	0
YNL021W	chrXIV	593229	595349	+	2121	0	0	0
YNL020C	chrXIV	595625	597541	-	1917	0	0	0
YNL019C	chrXIV	598378	599232	-	855	0	0	0
YNL018C	chrXIV	599938	601776	-	1839	0	0	0
YNL017C	chrXIV	602140	602478	-	339	0	0	0
tI(AAU)N2	chrXIV	602314	602387	+	74	0	0	0
YNL016W	chrXIV	602909	604270	+	1362	0	0	0
YNL015W	chrXIV	605386	605613	+	228	0	0	0
YNL014W	chrXIV	606321	609455	+	3135	0	0	0
YNL013C	chrXIV	609135	609512	-	378	0	0	0
YNL012W	chrXIV;chrXIV	609688;609877	609792;611667	+;+	1896	0	0	0
YNL011C	chrXIV	611838	613172	-	1335	0	0	0
YNL010W	chrXIV	613637	614362	+	726	0	0	0
YNL009W	chrXIV	614823	616085	+	1263	0	0	0
YNL008C	chrXIV	616213	618222	-	2010	0	0	0
YNL007C	chrXIV	618510	619568	-	1059	0	0	0
YNL006W	chrXIV	620070	620981	+	912	0	0	0
YNL005C	chrXIV	621316	622431	-	1116	0	0	0
YNL004W	chrXIV;chrXIV	622918;623290	622947;624624	+;+	1365	0	0	0
YNL003C	chrXIV	624978	625832	-	855	0	0	0
YNL002C	chrXIV	626177	627145	-	969	0	0	0
YNL001W	chrXIV	627459	628619	+	1161	0	0	0
YNR001C	chrXIV	629625	631064	-	1440	0	0	0
YNR001W-A	chrXIV	631266	631484	+	219	0	0	0
tP(AGG)N	chrXIV	631849	631920	-	72	0	0	0
tN(GUU)N2	chrXIV	632602	632675	+	74	0	0	0
YNR002C	chrXIV	633011	633859	-	849	0	0	0
YNR003C	chrXIV	634347	635300	-	954	0	0	0
YNR003W-A	chrXIV	634423	634521	+	99	0	0	0
YNR004W	chrXIV	635946	636386	+	441	0	0	0
YNR005C	chrXIV	636934	637338	-	405	0	0	0
YNR006W	chrXIV	636989	638857	+	1869	0	0	0
YNR007C	chrXIV	639185	640117	-	933	0	0	0
YNR008W	chrXIV	640399	642384	+	1986	0	0	0
YNR009W	chrXIV	642693	643442	+	750	0	0	0
YNR010W	chrXIV	643747	644196	+	450	0	0	0
YNR011C	chrXIV	644323	646953	-	2631	0	0	0
YNR012W	chrXIV	647435	648940	+	1506	0	0	0
YNR013C	chrXIV	649031	651715	-	2685	0	0	0
YNR014W	chrXIV	652468	653106	+	639	0	0	0
YNR015W	chrXIV	653390	654544	+	1155	0	0	0
YNR016C	chrXIV	654676	661377	-	6702	0	0	0
YNR017W	chrXIV	662916	663584	+	669	0	0	0
YNR018W	chrXIV	664273	664947	+	675	0	0	0
YNR019W	chrXIV	665342	667270	+	1929	0	0	0
YNR020C	chrXIV	667413	668225	-	813	0	0	0
YNR021W	chrXIV	668380	669594	+	1215	0	0	0
YNR022C	chrXIV	669777	670196	-	420	0	0	0
YNR023W	chrXIV	670421	672121	+	1701	0	0	0
YNR024W	chrXIV	672412	672972	+	561	0	0	0
YNR025C	chrXIV	672705	673064	-	360	0	0	0
YNR026C	chrXIV	673277	674692	-	1416	0	0	0
YNR027W	chrXIV	674926	675879	+	954	0	0	0
YNR028W	chrXIV	676180	677106	+	927	0	0	0
YNR029C	chrXIV	677202	678491	-	1290	0	0	0
YNR030W	chrXIV	678802	680457	+	1656	0	0	0
YNR031C	chrXIV	680697	685436	-	4740	0	0	0
YNR032W	chrXIV	686013	687119	+	1107	0	0	0
YNR032C-A	chrXIV	687246	687467	-	222	0	0	0
YNR033W	chrXIV	687638	690001	+	2364	0	0	0
YNR034W	chrXIV	690324	691289	+	966	0	0	0
YNR034W-A	chrXIV	692564	692860	+	297	0	0	0
YNR035C	chrXIV	693022	694050	-	1029	0	0	0
YNR036C	chrXIV	694364	694825	-	462	0	0	0
YNR037C	chrXIV	695055	695330	-	276	0	0	0
YNR038W	chrXIV	695598	697487	+	1890	0	0	0
YNR039C	chrXIV	697617	699434	-	1818	0	0	0
YNR040W	chrXIV	699693	700463	+	771	0	0	0
YNR041C	chrXIV	700544	701662	-	1119	0	0	0
YNR042W	chrXIV	701241	701669	+	429	0	0	0
YNR043W	chrXIV	701898	703088	+	1191	0	0	0
YNR044W	chrXIV	703702	705879	+	2178	0	0	0
YNR045W	chrXIV	706142	707611	+	1470	0	0	0
YNR046W	chrXIV	707791	708198	+	408	0	0	0
YNR047W	chrXIV	708526	711207	+	2682	0	0	0
YNR048W	chrXIV	711633	712814	+	1182	0	0	0
YNR049C	chrXIV	713026	713658	-	633	0	0	0
YNR050C	chrXIV	714051	715391	-	1341	0	0	0
snR49	chrXIV	716123	716287	+	165	0	0	0
YNR051C	chrXIV	716783	718330	-	1548	0	0	0
YNR052C	chrXIV	719349	720650	-	1302	0	0	0
YNR053C	chrXIV;chrXIV	721123;722305	721773;723114	-;-	1461	0	0	0
snR191	chrXIV	721940	722213	-	274	0	0	0
YNR054C	chrXIV	723358	724308	-	951	0	0	0
tL(UAA)N	chrXIV	726136	726219	-	84	0	0	0
YNR055C	chrXIV	728428	730188	-	1761	0	0	0
YNR056C	chrXIV	731619	733304	-	1686	0	0	0
YNR057C	chrXIV	733357	734070	-	714	0	0	0
YNR058W	chrXIV	734292	735734	+	1443	0	0	0
YNR059W	chrXIV	736804	738546	+	1743	0	0	0
YNR060W	chrXIV	739952	742111	+	2160	0	0	0
YNR061C	chrXIV	742882	743541	-	660	0	0	0
YNR062C	chrXIV	744361	745344	-	984	0	0	0
YNR063W	chrXIV	746944	748767	+	1824	0	0	0
YNR064C	chrXIV	749137	750009	-	873	0	0	0
YNR065C	chrXIV	750351	753701	-	3351	0	0	0
YNR066C	chrXIV	753726	755036	-	1311	0	0	0
YNR067C	chrXIV	755747	759100	-	3354	0	0	0
YNR068C	chrXIV	760068	760886	-	819	0	0	0
YNR069C	chrXIV	761124	762593	-	1470	0	0	0
YNR070W	chrXIV	765376	769377	+	4002	0	0	0
YNR071C	chrXIV	770441	771469	-	1029	0	0	0
YNR072W	chrXIV	772658	774352	+	1695	0	0	0
YNR073C	chrXIV	774793	776301	-	1509	0	0	0
YNR074C	chrXIV	777603	778739	-	1137	0	0	0
YNR075W	chrXIV	779917	781041	+	1125	0	0	0
YNR075C-A	chrXIV	781512	781604	-	93	0	0	0
YNR076W	chrXIV	781919	782281	+	363	0	0	0
YNR077C	chrXIV	783288	783542	-	255	0	0	0
YOL166W-A	chrXV	585	740	+	156	0	0	0
YOL166C	chrXV	1000	1338	-	339	0	0	0
YOL165C	chrXV	1647	2078	-	432	0	0	0
YOL164W-A	chrXV	4130	4312	+	183	0	0	0
YOL164W	chrXV	6175	8115	+	1941	0	0	0
YOL163W	chrXV	9596	10105	+	510	0	0	0
YOL162W	chrXV	10118	10765	+	648	0	0	0
YOL161C	chrXV	11548	11910	-	363	0	0	0
YOL160W	chrXV	14312	14653	+	342	0	0	0
YOL159C-A	chrXV	15232	15504	-	273	0	0	0
YOL159C	chrXV	17280	17795	-	516	0	0	0
YOL158C	chrXV	19490	21310	-	1821	0	0	0
YOL157C	chrXV	22524	24293	-	1770	0	0	0
YOL156W	chrXV	25272	26975	+	1704	0	0	0
YOL155W-A	chrXV	27083	27217	+	135	0	0	0
YOL155C	chrXV	28702	31605	-	2904	0	0	0
YOL154W	chrXV	34657	35406	+	750	0	0	0
YOL153C	chrXV	36821	38566	-	1746	0	0	0
YOL152W	chrXV	40747	42609	+	1863	0	0	0
YOL151W	chrXV	43693	44721	+	1029	0	0	0
YOL150C	chrXV	44472	44783	-	312	0	0	0
YOL149W	chrXV	44937	45632	+	696	0	0	0
YOL148C	chrXV	45759	47573	-	1815	0	0	0
YOL147C	chrXV	47932	48642	-	711	0	0	0
YOL146W	chrXV	48863	49447	+	585	0	0	0
YOL145C	chrXV	49554	52787	-	3234	0	0	0
YOL144W	chrXV	53097	54551	+	1455	0	0	0
YOL143C	chrXV	54594	55103	-	510	0	0	0
YOL142W	chrXV	55557	56279	+	723	0	0	0
YOL141W	chrXV	56451	58538	+	2088	0	0	0
YOL140W	chrXV	58759	60030	+	1272	0	0	0
YOL139C	chrXV	60383	61024	-	642	0	0	0
YOL138C	chrXV	61325	65350	-	4026	0	0	0
YOL137W	chrXV	65621	67114	+	1494	0	0	0
YOL136C	chrXV	67561	68754	-	1194	0	0	0
YOL135C	chrXV	69376	70044	-	669	0	0	0
YOL134C	chrXV	70156	70545	-	390	0	0	0
YOL133W	chrXV	70325	70690	+	366	0	0	0
YOL132W	chrXV	71300	72715	+	1416	0	0	0
YOL131W	chrXV	73031	73357	+	327	0	0	0
YOL130W	chrXV	74400	76979	+	2580	0	0	0
YOL129W	chrXV	77560	78114	+	555	0	0	0
YOL128C	chrXV	78352	79479	-	1128	0	0	0
YOL127W	chrXV;chrXV	80348;80775	80360;81190	+;+	429	0	0	0
YOL126C	chrXV	81787	82920	-	1134	0	0	0
YOL125W	chrXV	83834	85264	+	1431	0	0	0
YOL124C	chrXV	85456	86757	-	1302	0	0	0
YOL123W	chrXV	87844	89448	+	1605	0	0	0
YOL122C	chrXV	89692	91419	-	1728	0	0	0
YOL121C	chrXV;chrXV	92026;92831	92440;92850	-;-	435	0	0	0
YOL120C	chrXV;chrXV	93395;94291	93843;94402	-;-	561	0	0	0
YOL119C	chrXV	94856	96361	-	1506	0	0	0
YOL118C	chrXV	96608	96916	-	309	0	0	0
YOL117W	chrXV	97551	99488	+	1938	0	0	0
YOL116W	chrXV	99809	100957	+	1149	0	0	0
YOL115W	chrXV	101475	103229	+	1755	0	0	0
YOL114C	chrXV	103317	103925	-	609	0	0	0
YOL113W	chrXV	104326	106293	+	1968	0	0	0
